Radius of Gyration,Hydration Radius
11.51498372341662,16.743350148032125
11.388990611319565,16.58409466964267
11.469258557432052,16.685606662794537
11.497778998130602,16.721630466564722
11.504914221895703,16.730639193517572
11.573595767687806,16.817279234365575
11.685037961488954,16.957571139095027
11.691594710160102,16.965814133837178
11.84018749964503,17.152290694311766
12.086675365891903,17.46022933844329
12.124977679121105,17.507925545734587
11.993081796494579,17.3435061312285
12.173533340938988,17.568330069844922
12.254739336199773,17.669203510475942
12.167761771305624,17.561153579111586
12.41124680281091,17.863091623305547
12.336707885528789,17.77083556944533
12.215392593067616,17.620350558302697
12.115987473214066,17.49673416752084
12.09670718050651,17.472725541809655
12.168960187752635,17.56264379276913
12.219979171154224,17.626047508077953
12.23309328969766,17.642333166459654
12.319828252417459,17.74992213392722
12.358195302635298,17.797446338893565
12.349975882061605,17.78726865380138
12.290266658793573,17.713276751630243
12.12745227936062,17.511005628029267
12.000762442663131,17.353094262274702
12.036653800374614,17.397876982848253
12.093996868368176,17.469349703034155
12.128569675837074,17.51239637081193
11.988946711774272,17.338343404972175
12.124757384906543,17.507651341801296
12.097838790148087,17.474134960518224
12.157953059956101,17.54895506003357
12.081511962730367,17.4537963947087
11.921145256446009,17.253622630976903
11.980877512998244,17.328267466374367
12.036930631364898,17.398222250842878
12.001207344241383,17.353649603522246
11.882138417347301,17.20482253487442
11.867656062972927,17.186693105121652
11.72608015139428,17.00914810173043
11.867622200556877,17.186650708147397
11.745776196118854,17.033882575019746
11.77639020846478,17.07230583313622
11.789801131067334,17.089129246605715
11.725024062553771,17.007821541056217
11.932983822357434,17.26842485927301
12.125405351717317,17.508457873120236
12.332588373805503,17.76573233874622
12.251073636474079,17.664654019787086
12.233462315619922,17.642791367983275
12.07756066406698,17.448873068141825
12.028711574500537,17.387970385447357
12.30551693084048,17.732184490049704
12.216543434301087,17.621780064278507
12.111403330168198,17.49102675597909
11.807791489998772,17.111689267938296
11.909118509841958,17.238581018818387
12.053288344682183,17.418619984687865
12.086789834217784,17.460371942851538
12.074639431978843,17.445232921889527
12.193333044073567,17.592942277255286
12.161419877574993,17.553266848831885
12.152940953295806,17.542720745932616
12.106652350967966,17.4851109993194
12.16140487517997,17.553248190619673
12.17861582437875,17.574648956223864
12.078995627080545,17.450661086346205
12.057277381222438,17.42359307897943
11.868306399839428,17.18750734413023
11.746041433752332,17.03421558687598
11.928869931727968,17.263281551910694
11.872011522957612,17.192146025967652
11.736362059466773,17.022061605488183
11.85028873891277,17.164944282196213
11.962086991348869,17.304796719473707
11.904551984651874,17.232868675636936
11.72960482491069,17.013575237265023
11.710126185072287,16.9891047979527
11.45090625374956,16.662413642353687
11.545445693593361,16.78178511266958
11.546020769682496,16.782510448895973
11.758805498342618,17.050238772938403
11.921059228068291,17.25351505165489
11.948649323204876,17.28800591295085
11.824395315799354,17.132502342995643
11.815803252508065,17.121733084254885
11.771954364706456,17.06674012723047
11.659745572120753,16.92576253856615
11.683904552141517,16.956146117410313
11.757889538403406,17.04908909140498
11.768570201949316,17.06249359856811
11.82994668131868,17.139459279269808
11.98276883659867,17.33062931207351
12.053745219448952,17.41918958907101
12.114234406137921,17.494551610657023
12.19254667039581,17.591964979395044
12.266465846271139,17.683754707363967
12.364462634255698,17.805205576868744
12.127993145248693,17.511678809197363
12.281445804103043,17.70233740456065
12.16361935362442,17.55600222922074
11.99513093319376,17.34606433424655
12.027528001051719,17.386493922189214
12.022828383615776,17.380630933643335
12.06734752897265,17.436145427405773
12.00373877934257,17.356809319544848
12.103059888172021,17.4806373627939
12.075833565650722,17.446720960690186
12.154424154487518,17.544565701347217
12.117981650386579,17.499216798970817
12.122111212861258,17.50435749927166
12.182322575133743,17.579256978244807
12.210560555702033,17.614348082959243
12.210840054811515,17.61469530157933
12.209505725259026,17.613037659009386
12.050049265931984,17.414581523265323
11.9823320321542,17.330083848783215
11.95866454011421,17.30052074287664
12.040332224748813,17.402464594208226
12.087374669648995,17.461100523845047
11.901132149646454,17.228590356703737
11.798791866794732,17.100404843786027
11.75098420660225,17.04042098076614
11.847085701755159,17.160932227900528
11.750819330059537,17.040213998156613
11.81720459309039,17.123489663331124
11.978444354002033,17.325228838084705
11.851924758894045,17.166993411845112
12.13628983899398,17.52200413469719
12.220249214973924,17.626382908699977
12.254605626738014,17.669037570660297
12.350997131059625,17.788533317149977
12.334725463978337,17.768379815040845
12.294972295112254,17.719111637484286
12.334208806014683,17.76773977908697
12.338326605789856,17.772840701449944
12.26229077871121,17.67857439224388
12.269043352716952,17.686952564894835
12.382772841124128,17.827868113373828
12.363719916144303,17.80428611614967
12.403532368262276,17.853550784799623
12.293441042744124,17.71721298658325
12.302180748293733,17.728048751920767
12.350875453660015,17.788382639522222
12.204408874099604,17.606705358849954
12.158108893078355,17.54914888183001
12.148574793500435,17.5372893140597
12.279571866789832,17.70001312398294
12.327985541294296,17.760029807973343
12.288951324832533,17.711645654814582
12.304551188687848,17.73098732860416
12.354601784139813,17.79299690368619
12.307652567215523,17.734831792411025
12.274747170007924,17.694028504145344
12.170597178512597,17.564679301644276
12.249766300721266,17.663031396985357
12.260277637141394,17.676076362967088
12.164726231422271,17.55737874702838
12.108822328236712,17.487813060106706
12.09341463408492,17.468624471900906
12.147366710314556,17.535786382888862
12.182589719964303,17.579589062517428
12.323624458406965,17.754626235174612
12.328263718306937,17.760374463326556
12.40432110568493,17.854526333629
12.395649138728702,17.843799463578605
12.252334967933844,17.666219497853447
12.315079976500574,17.74403769616097
12.325537786951031,17.756996998969083
12.219852437977067,17.625890101853216
12.17817712769197,17.57410356770558
12.303732117241655,17.729971963757656
12.333310891065207,17.766627424064524
12.407261442273768,17.85816293117863
12.387120356804,17.83324764865427
12.492617340726273,17.963625160000554
12.644917585820133,18.151295126836096
12.63340192855305,18.13712771375958
12.68662354156206,18.202573998268562
12.741993599159846,18.270578656205856
12.774468908838692,18.310424754254697
12.769777519383375,18.30467038604736
12.91051024614201,18.477025570176174
13.086423147920751,18.691697941689377
12.98730811336022,18.57084924651362
12.960859523102808,18.53855543926337
13.09332377086331,18.700101673159036
13.03042001467955,18.623447761221968
12.82539007545516,18.37284446316893
12.941214782299502,18.514556686298352
12.852695839955013,18.406286607690927
12.695619791857006,18.213628848674723
12.633090909332033,18.136745023713374
12.764213536033932,18.29784492019326
12.65734256282326,18.166577112722262
12.763206529871177,18.296609510952447
12.77062629265361,18.30571152023385
12.94061081956097,18.51381869428563
12.81901234208845,18.36503050150911
12.896297723856193,18.45964435628715
12.98514180740015,18.56820490433973
12.956988606410786,18.533827422993745
12.938684745650331,18.511465125726637
13.041798047750854,18.63732096894528
13.018447312457122,18.6088456346644
13.104364727530708,18.713544879667626
12.99677485699604,18.58240349066428
13.00186998324944,18.58862111687865
13.054310775487233,18.652573602509648
13.039527293512752,18.634552527890012
13.150603495347735,18.769807829624956
13.25066141475799,18.891357344561357
13.321409862963714,18.977137147375522
13.25732834485523,18.89944656359687
13.099434750732609,18.70754266991735
12.97082075048112,18.550720387771428
12.85188639722568,18.405295556682862
12.883256742258945,18.44369097483527
12.909442578359341,18.47572005871962
12.916039121716329,18.48378560687086
13.124396278896516,18.737926293189343
13.06315118001821,18.663347195112664
12.838878975203212,18.38936727806568
12.986645145394263,18.570039995889086
12.847834073127169,18.400333772331724
12.866753214061083,18.423495036383645
12.883922209361975,18.444505172203495
12.675339654362224,18.18870485381582
12.523978684711984,18.002322708107208
12.408008185327025,17.859086461630596
12.511564698560658,17.987008067981563
12.481224919102454,17.949560953637253
12.502941809829263,17.976367817926132
12.399164129819264,17.848147618817215
12.395314537796315,17.843385533556855
12.40721210895409,17.858101917910073
12.54977455598162,18.03413227554999
12.515563006989463,17.99194109209775
12.530213155234836,18.01001230125798
12.545443947484243,18.02879338656087
12.576281660830695,18.066799527785765
12.556350002337233,18.042237658994047
12.503596903435467,17.977176246437317
12.561119565341409,18.04811622120903
12.45526143296249,17.917494858275152
12.282181152586208,17.703249444426874
12.31610763326317,17.74531130322551
12.270349811875317,17.688573389513532
12.241950413843535,17.653329565460407
12.288240704625645,17.71076442079737
12.12726242708201,17.510769329079288
12.112818650116992,17.49278894024518
12.292941845592177,17.716594001103907
12.290423645657524,17.713471421956722
12.236618499400574,17.646710090727
12.137533264172815,17.52355142286153
12.1481262059654,17.536731247883868
12.18581481285526,17.583597974426112
12.318222715508387,17.747932497049106
12.410563628471678,17.86224677380427
12.48019448292195,17.9482886773704
12.555448744892086,18.041126773531175
12.536390826640606,18.017630767150703
12.540698970062966,18.022943051254014
12.756620543080416,18.288529037088093
12.788515518862527,18.327650409904788
12.795638546070368,18.336383440716737
12.907122437367425,18.472882952981163
12.8821014604415,18.442277461327865
13.024039492524622,18.615666449944452
13.102156370251768,18.710856303613003
13.194147765053476,18.82273865129034
13.379758146081793,19.047779751099704
13.282424211124688,18.92988539091496
13.228974541648796,18.86503551914195
13.213304407672368,18.846008353094888
13.090258847820312,18.69636930314534
13.082401781426318,18.686800030357517
13.132579060081529,18.74788280809892
13.07096687485605,18.672870211993512
12.998690294113786,18.584740998734876
12.966946876251026,18.545989821433164
13.015719159829104,18.605517778772004
13.011859713104332,18.60080959799473
12.88114604904462,18.44110846597456
12.783086983439816,18.320993929874923
12.762602254094856,18.29586816348529
12.89365269240264,18.456408998082185
12.946786825403915,18.521364783399612
12.892691749397756,18.455233540864953
12.861141454695593,18.416626018329733
12.880910963882727,18.440820823233242
