Frame,Rg
0,26.4302104769546
1,35.35615347721762
2,24.770295054120965
3,39.111026726439825
4,28.104663332525607
5,34.02034076543282
6,36.11254539552079
7,29.899144240327196
8,25.90154338287724
9,30.566439959786695
10,31.288951622314784
11,33.836057732896556
12,26.67945287217988
13,42.1864193593751
14,38.63337648119759
15,33.50472635033284
16,26.479669785823845
17,23.946842352341758
18,32.10028798909304
19,29.441269456571792
20,24.113257093317987
21,31.929871520464726
22,36.4706444883532
23,23.020899200541955
24,48.000729952529504
25,45.500986104054725
26,32.763981875712815
27,37.28643281649386
28,33.13555149179829
29,28.75757356531807
30,31.535473873199614
31,25.65816594521097
32,30.045414675570424
33,29.28956228487383
34,29.309797948581817
35,28.50056143525492
36,32.37175567019775
37,35.138103917395256
38,37.955659162715854
39,29.929393210126108
40,42.10054336793844
41,29.301654244089406
42,30.749000564695248
43,24.345957628023072
44,32.96942379252831
45,30.40571186605317
46,26.068725758444454
47,30.407363885357583
48,37.96298545291253
49,21.49918455403647
50,25.64545141991294
51,24.09851314029507
52,38.97974283646872
53,35.3956779479051
54,35.2955489609562
55,24.181346612933975
56,39.494056964400116
57,43.01511074393128
58,30.530452411256796
59,37.589253257838976
60,37.73777109278418
61,33.53242990398322
62,30.620473122516742
63,32.56655098379442
64,36.46595626735149
65,33.80025285871575
66,27.71790237729518
67,24.80246931593075
68,24.677405344524416
69,25.166206870767315
70,28.256305063331027
71,28.80379073700612
72,28.99832581593971
73,44.27332568716441
74,33.38980724565264
75,54.83557759604592
76,56.00810917641324
77,54.21137142695378
78,35.30176422293961
79,25.997718392256427
80,31.776860386316507
81,26.19351972615051
82,30.1029922552284
83,35.47031189212685
84,37.31636682042035
85,41.18078924548067
86,41.847610311048875
87,35.570472502748736
88,41.699444018542344
89,30.41940891368779
90,24.431176758058328
91,25.34129964882873
92,31.82650635162557
93,26.13838037702707
94,33.973350298339
95,33.100551710678744
96,27.116135341899565
97,29.818337888866242
98,34.76489545076927
99,51.01655933352178
100,35.32252038152081
101,29.520137908430193
102,29.132758388864275
103,33.84502361038201
104,34.709574629036744
105,29.055001413682728
106,22.711111465833625
107,30.664400042481446
108,25.401821952499272
109,30.00663780551178
110,41.480865446817674
111,35.896602978581654
112,34.21949292222113
113,30.440497620998187
114,30.27053003003153
115,34.47323151470255
116,25.908251287819464
117,35.57480931882284
118,27.64580576590944
119,39.20109403948955
120,36.3156580245803
121,33.720380711688314
122,34.01746856880097
123,29.491952467631798
124,39.658864597614276
125,35.52470680978127
126,37.649766917656
127,48.18102315926652
128,37.18520573997891
129,28.24469991738196
130,30.884161487474625
131,31.41607147598197
132,47.534518465440044
133,48.40466603396758
134,36.09042166710774
135,42.013644019692585
136,36.24858461927523
137,45.83672100563137
138,41.532602744534564
139,43.02516026840464
140,48.33784097959205
141,30.752915924957563
142,36.212204643538925
143,25.553620209330646
144,32.60334311436127
145,28.70998647230582
146,35.534715218831025
147,36.33715952397494
148,41.96712620977317
149,39.01228070784825
150,27.98040066259687
151,31.8892738032026
152,35.880269031342486
153,35.87787609100516
154,34.021780975659304
155,34.69761023906458
156,23.657636196088145
157,45.062880567953414
158,27.996657687133347
159,32.04724094534601
160,39.21198354779598
161,29.145042089049213
162,24.17842271449173
163,35.507254733058346
164,20.469887986071896
165,32.49308166534683
166,41.87363643806665
167,31.11890931374198
168,30.9906528752132
169,28.766226910622105
170,34.837966526354556
171,39.25984935718945
172,39.93427926933951
173,21.534893676895372
174,35.38622337803772
175,25.580283884226702
176,25.647940784082074
177,29.069836767138565
178,33.848710719235974
