Frame,Rg
221,24.57645305307756
222,33.55265262584393
223,33.54811145759131
224,25.13348765243442
225,25.04370417988277
226,31.348351520282495
227,28.11109574329051
228,28.945709503923037
229,32.065130582424224
230,34.13598162500918
231,26.37472873409857
232,27.036399959561283
233,25.470840832460212
234,28.729440201017187
235,30.667371166181844
236,29.765903461832238
237,28.680756422069635
238,34.44592934212566
239,38.36815211367964
240,33.98490509143055
241,31.41576092874523
242,24.426823203939936
243,36.90915466518232
244,34.67816031351753
245,45.51396580654539
246,41.76955563631607
247,38.98839419012414
248,28.62509932208191
249,28.28898021102695
250,31.83091978149444
251,29.075263129024727
252,26.266658613554572
253,32.70680399839722
254,34.23802576303315
255,32.37282716772553
256,29.587915819114563
257,37.61618001526421
258,28.315739093583687
259,29.35450314983215
260,29.963597049582212
261,29.74657438361667
262,27.025782473415944
263,30.888651730820165
264,30.46518387813271
265,33.55972545973042
266,33.5641226222717
267,31.076069754405
268,26.33796728569023
269,34.72867311936698
270,28.42082841845574
271,27.904452838833755
272,28.68599428171292
273,28.17424439970986
274,29.4845949303447
275,28.703881349522764
276,32.59376868179408
277,34.30232887427681
278,34.81507461070743
279,27.978720558842053
280,28.75607564815636
281,25.597800333104107
282,30.641718534269277
283,32.49430581643711
284,29.381134471957647
285,28.418454053202826
286,33.62269943850633
287,27.785627730941435
288,29.783517338564984
289,38.11036055669437
290,29.73406049846878
291,29.407228211315026
292,32.94988722041205
293,26.91551218588028
294,32.794462013934925
295,35.50747901828355
296,25.05524112500815
297,31.27270023637206
298,31.24253904375632
299,40.75351457265062
300,36.238255139161026
301,29.61686719712957
302,30.07045824891169
303,37.206329772755005
304,35.83237473382574
305,29.48375934948219
306,27.472876718648955
307,25.861737553710476
308,28.121807334958564
309,40.74663691289532
310,33.03265169230121
311,42.39443827785414
312,41.2951073854885
313,34.224156519044534
314,27.397549940535797
315,35.06067563808729
316,34.00498932692894
317,26.393977955108518
318,38.795579727762124
319,36.020860148454894
320,26.196518156392358
321,31.948773652956252
322,29.11003820917009
323,32.20421013762666
324,31.0370390263799
325,26.055783710347328
326,32.335373571684364
327,30.370457945108463
328,34.43733749380243
329,29.653249373650258
330,34.16019155019768
331,38.24318284797719
332,34.98352122545238
333,27.79020346502762
334,31.94624260568058
335,28.55026960808953
336,36.764722055636966
337,36.978119084135564
338,32.86594600373638
339,27.119354657477817
340,26.811756690609464
341,27.79948344038694
342,29.07051741411293
343,25.848428576200952
344,28.58420004983278
345,28.32672222205555
346,28.44240977551312
347,24.935584430636375
348,28.420207125484975
349,26.1487556042889
350,28.75365777615932
351,29.936433581734114
352,29.465734892319965
353,26.879653575973286
354,32.080583330560586
355,40.57866556337012
356,28.950778451066103
357,33.77719290547448
358,31.5481055441448
359,32.0355687033974
360,31.443644369476893
361,34.46438063485652
362,36.80081445160138
363,35.08659757691266
364,30.9931146676009
365,42.91003752118887
366,49.608615448054024
367,50.2612991954518
368,37.21385425101653
369,31.397813143165937
370,33.491477975836354
371,29.71494589810494
372,42.55610307267092
373,36.60578315319759
374,35.07566155791376
375,34.49775449355552
376,36.22486479114546
377,31.921724881416523
378,30.737856590731177
379,28.09837684687162
380,31.33722378978798
381,33.83640657819684
382,26.809972784564035
383,32.72426052077225
384,33.33424273711745
385,24.34938085410924
386,25.722505298870733
387,29.027654101306755
388,24.02679953757855
389,26.092771165392154
390,27.739214333103877
391,35.0908600385522
392,25.756642766727662
393,27.582824765300007
394,29.282562251074815
395,27.384670294910922
396,26.407462565417873
397,27.700564498196393
398,27.11505288498544
399,29.67587936537527
