Z,Concentration
-31.1,0.6893741017168638
-31.000000000000004,0.6630929776044907
-30.900000000000002,0.6489416030824435
-30.800000000000004,0.6064874795163023
-30.700000000000003,0.6489416030824436
-30.6,0.6428767282872806
-30.500000000000004,0.6287253537652336
-30.400000000000002,0.6044658545845816
-30.300000000000004,0.6004226047211394
-30.200000000000003,0.5620117310184403
-30.1,0.6509632280141646
-30.000000000000004,0.5620117310184403
-29.900000000000002,0.6044658545845815
-29.800000000000004,0.5296657321109042
-29.700000000000003,0.5741414806087662
-29.6,0.5903144800625344
-29.500000000000004,0.5802063554039292
-29.400000000000002,0.6024442296528603
-29.300000000000004,0.5337089819743461
-29.200000000000003,0.5397738567695091
-29.1,0.5458387315646721
-29.000000000000004,0.5498819814281142
-28.900000000000002,0.5660549808818822
-28.800000000000004,0.52157923238402
-28.700000000000003,0.5761631055404873
-28.6,0.5721198556770453
-28.500000000000004,0.5155143575888571
-28.400000000000002,0.6610713526727696
-28.300000000000004,0.6428767282872806
-28.200000000000003,0.6186172291066285
-28.1,0.6691578523996538
-28.000000000000004,0.6246821039017915
-27.900000000000002,0.5943577299259764
-27.800000000000004,0.6105307293797443
-27.700000000000003,0.6226604789700705
-27.6,0.6307469786969545
-27.500000000000004,0.6246821039017915
-27.400000000000002,0.6630929776044907
-27.300000000000004,0.6913957266485848
-27.200000000000003,0.6085091044480235
-27.1,0.6246821039017915
-27.000000000000004,0.5741414806087662
-26.900000000000002,0.6833092269217007
-26.800000000000004,0.6489416030824434
-26.700000000000003,0.6630929776044905
-26.6,0.6671362274679327
-26.500000000000004,0.7217201006243998
-26.400000000000002,0.7823688485760301
-26.300000000000004,0.6954389765120268
-26.200000000000003,0.8187580973470081
-26.1,0.7702390989857041
-26.000000000000004,0.7055471011706317
-25.900000000000002,0.7520444746002148
-25.800000000000004,0.7500228496684941
-25.700000000000003,0.784390473507751
-25.6,0.784390473507751
-25.500000000000004,0.8147148474835662
-25.400000000000002,0.7823688485760301
-25.300000000000004,0.8389743466642184
-25.200000000000003,0.8005634729615192
-25.1,0.8207797222787292
-25.000000000000004,0.9157960940696166
-24.900000000000002,0.9339907184551056
-24.800000000000004,0.9279258436599426
-24.700000000000003,0.9764448420212468
-24.6,1.065396339016971
-24.500000000000004,1.057309839290087
-24.400000000000002,1.0613530891535292
-24.300000000000004,1.06337471408525
-24.200000000000003,1.047201714631482
-24.1,1.06337471408525
-24.000000000000004,1.1038072127196705
-23.900000000000002,1.1341315866954855
-23.800000000000004,1.1017855877879492
-23.700000000000003,1.1361532116272064
-23.6,1.1381748365589275
-23.500000000000004,1.3261859552089814
-23.400000000000002,1.3261859552089812
-23.300000000000004,1.372683328638564
-23.200000000000003,1.301926456028329
-23.1,1.3322508300041442
-23.000000000000004,1.3827914532971695
-22.900000000000002,1.540478197971408
-22.800000000000004,1.465678075497731
-22.700000000000003,1.5243051985176397
-22.6,1.5970836960595964
-22.500000000000004,1.6476243193526214
-22.400000000000002,1.5627160722203388
-22.300000000000004,1.738597441280067
-22.200000000000003,1.851808437456443
-22.1,1.686035193055321
-22.000000000000004,1.9063923106129108
-21.900000000000002,1.9528896840424934
-21.800000000000004,1.9650194336328202
-21.700000000000003,1.8801111865005373
-21.6,2.140900802692548
-21.500000000000004,2.051949305696823
-21.400000000000002,2.062057430355429
-21.300000000000004,2.264219923527529
-21.200000000000003,2.1611170520097573
-21.1,2.3046524221619493
-21.000000000000004,2.3774309197039054
-20.900000000000002,2.2399604243468767
-20.800000000000004,2.4421229175189776
-20.700000000000003,2.573528538080843
-20.6,2.5452257890367487
-20.500000000000004,2.656415160281404
-20.400000000000002,2.806015405228759
-20.300000000000004,2.7817559060481063
-20.200000000000003,2.92933452606374
-20.1,2.9677453997664394
-20.000000000000004,3.0708482712842113
-19.900000000000002,3.089042895669699
-19.800000000000004,3.2123620165046813
-19.700000000000003,3.337702762271383
-19.6,3.4023947600864552
-19.500000000000004,3.6288167524392083
-19.400000000000002,3.800654871635494
-19.300000000000004,3.83097924561131
-19.200000000000003,4.19082848345765
-19.1,4.251477231409279
-19.000000000000004,4.172633859072161
-18.900000000000002,4.518331722396452
-18.800000000000004,4.550677721303987
-18.700000000000003,4.878180960242792
-18.6,4.948937832853026
-18.500000000000004,5.0965164528686575
-18.400000000000002,5.244095072884295
-18.300000000000004,5.777804054858644
-18.200000000000003,5.672679558409148
-18.1,6.072961294889907
-18.000000000000004,5.9112313003522265
-17.900000000000002,6.548043153844343
-17.800000000000004,6.695621773859979
-17.700000000000003,6.883632892510031
-17.6,7.364779626259635
-17.500000000000004,7.459795998050521
-17.400000000000002,7.799428986579648
-17.300000000000004,8.430175965276602
-17.200000000000003,8.531257211862654
-17.1,8.682879081741735
-17.000000000000004,9.087204068085928
-16.900000000000002,9.325755810029012
-16.800000000000004,9.655280673899533
-16.700000000000003,10.009065036950716
-16.6,10.38104402438738
-16.500000000000004,10.783347385799855
-16.400000000000002,11.456548488062955
-16.300000000000004,11.895241098246407
-16.200000000000003,12.119641465667438
-16.1,12.647285572846624
-16.000000000000004,13.142583681118271
-15.900000000000002,13.615643915140986
-15.800000000000002,13.827914532971695
-15.700000000000003,14.110942023412635
-15.600000000000003,14.91150549637416
-15.500000000000004,14.917570371169314
-15.400000000000002,16.0314857085476
-15.300000000000002,16.156826454314295
-15.200000000000003,16.44794044448212
-15.100000000000003,17.022081925090884
-15.000000000000004,17.553769282133523
-14.900000000000002,17.919683394775014
-14.800000000000002,18.611079121423607
-14.700000000000003,18.86580386282045
-14.600000000000003,19.69467008482605
-14.500000000000004,20.117189695555776
-14.400000000000002,20.82071517179466
-14.300000000000002,21.225040158138864
-14.200000000000003,21.87802501108475
-14.100000000000003,21.90632776012882
-14.000000000000004,22.878729352286648
-13.900000000000002,23.177929842181353
-13.800000000000002,23.861239069103064
-13.700000000000003,24.706278290562437
-13.600000000000003,24.989305781003388
-13.500000000000004,25.138906025950728
-13.400000000000002,26.054702120020348
-13.300000000000002,26.271015987714506
-13.200000000000003,26.42465948252529
-13.100000000000003,26.91995759079695
-13.000000000000004,27.188833706715847
-12.900000000000002,28.03791617803867
-12.800000000000002,28.211775922166645
-12.700000000000003,28.515019661924804
-12.600000000000003,29.034577269377124
-12.500000000000004,29.37218863297453
-12.400000000000002,30.184881855526353
-12.300000000000002,30.13636285716506
-12.200000000000003,29.968567987832234
-12.100000000000003,30.83584508354054
-12.000000000000004,31.25229981947504
-11.900000000000002,31.349337816197668
-11.800000000000002,31.89113329789889
-11.700000000000003,32.02456054339247
-11.600000000000003,32.54007490098134
-11.500000000000004,32.78064826785614
-11.400000000000002,32.72808601963136
-11.300000000000002,32.59668039906955
-11.200000000000003,32.67754539633837
-11.100000000000003,34.19982896992429
-11.000000000000004,33.991601601957015
-10.900000000000002,33.99564485182046
-10.800000000000002,34.10885584799682
-10.700000000000003,34.33932109021304
-10.600000000000003,34.71736495244486
-10.500000000000004,34.76992720066963
-10.400000000000002,35.01454381740786
-10.300000000000002,35.40269580429831
-10.200000000000003,35.04688981631537
-10.100000000000003,35.388544429776225
-10.000000000000004,35.75243691748604
-9.900000000000002,35.28341993332675
-9.800000000000002,35.295549682917056
-9.700000000000003,35.65742054569512
-9.600000000000003,35.56442579883598
-9.500000000000004,35.51590680047466
-9.400000000000002,36.22145390164531
-9.300000000000002,35.746372042690865
-9.200000000000003,36.37307577152438
-9.100000000000003,36.5590652652427
-9.000000000000004,36.203259277259804
-8.900000000000002,35.96470753531671
-8.800000000000002,35.91821016188714
-8.700000000000003,36.5489571405841
-8.600000000000003,36.7976170071858
-8.500000000000004,36.17091327835226
-8.400000000000002,36.73696825923416
-8.300000000000002,36.672276261419086
-8.200000000000003,36.712708760053495
-8.100000000000003,36.40946502029534
-8.000000000000004,37.03819037406058
-7.900000000000003,36.53480576606206
-7.8000000000000025,36.73494663430244
-7.700000000000003,36.8461360055471
-7.600000000000003,36.87241712965946
-7.500000000000003,37.296958365320855
-7.400000000000003,37.23833124230096
-7.3000000000000025,36.95732537679174
-7.200000000000003,37.02403899953855
-7.100000000000003,37.088730997353615
-7.000000000000003,37.24237449216442
-6.900000000000003,36.71877363484866
-6.8000000000000025,37.07862287269501
-6.700000000000003,37.14331487051007
-6.600000000000003,37.64872110344034
-6.500000000000003,37.33739086395527
-6.400000000000003,36.882525254318054
-6.3000000000000025,37.666915727825824
-6.200000000000003,37.48699110890266
-6.100000000000003,37.553704731649425
-6.000000000000003,37.4344288606779
-5.900000000000003,37.25652586668645
-5.8000000000000025,37.55572635658115
-5.700000000000003,37.89535934511029
-5.600000000000003,37.0018011252896
-5.500000000000003,37.03616874912889
-5.400000000000003,37.592115605352134
-5.3000000000000025,37.02403899953854
-5.200000000000003,37.31919623956979
-5.100000000000003,37.49709923356123
-5.000000000000003,37.34143411381877
-4.900000000000003,37.34952061354561
-4.8000000000000025,37.45666673492686
-4.700000000000003,37.12512024612458
-4.600000000000003,37.47283973438061
-4.500000000000003,37.43240723574619
-4.400000000000003,37.82864572236349
-4.3000000000000025,37.313131364774634
-4.200000000000003,37.5213587327419
-4.100000000000003,37.848861971680726
-4.000000000000003,37.29695836532086
-3.900000000000003,37.117033746397716
-3.800000000000003,37.917597219359244
-3.700000000000003,37.86907822099792
-3.6000000000000028,37.115012121465966
-3.5000000000000027,37.56381285630805
-3.400000000000003,37.14331487051008
-3.300000000000003,37.70936985139198
-3.200000000000003,38.057089339647945
-3.1000000000000028,38.067197464306574
-3.0000000000000027,37.846840346748984
-2.900000000000003,38.42098182735775
-2.800000000000003,37.61233185466936
-2.700000000000003,37.76395372454844
-2.6000000000000028,38.01665684101356
-2.5000000000000027,37.96207296785707
-2.400000000000003,38.241057208434604
-2.300000000000003,37.54561823192257
-2.200000000000003,38.17838683555122
-2.1000000000000028,38.11975971253134
-2.0000000000000027,38.105608338009255
-1.9000000000000028,38.491738699967996
-1.800000000000003,37.85290522154416
-1.7000000000000028,37.66893735275755
-1.6000000000000028,37.97420271744742
-1.5000000000000029,37.98431084210601
-1.4000000000000028,37.97015946758397
-1.300000000000003,38.289576206795886
-1.2000000000000028,37.644677853576894
-1.1000000000000028,37.58605073055699
-1.0000000000000029,37.246417742027845
-0.9000000000000028,37.81247272290973
-0.8000000000000028,37.69724010180163
-0.7000000000000028,37.25450424175474
-0.6000000000000029,38.1864733352781
-0.5000000000000029,37.71341310125541
-0.40000000000000285,37.99846221662807
-0.3000000000000028,37.668937352757524
-0.20000000000000284,37.60626697987418
-0.10000000000000284,37.75586722482156
-2.8449465006019636e-15,37.705326601528526
0.09999999999999716,37.72756447577745
0.19999999999999715,37.913553969495766
0.29999999999999716,37.675002227552696
0.39999999999999714,37.93377021881298
0.49999999999999717,38.07730558896519
0.5999999999999972,37.36771523793111
0.6999999999999972,37.70734822646022
0.7999999999999972,37.49507760862953
0.8999999999999971,37.66893735275754
0.9999999999999971,37.3010016151843
1.0999999999999972,36.96743350145036
1.199999999999997,37.04829849871918
1.2999999999999972,37.25652586668647
1.3999999999999972,37.19789874366653
1.4999999999999971,37.937813468676424
1.5999999999999972,37.567856106171504
1.699999999999997,37.73969422536778
1.7999999999999972,37.984310842106005
1.8999999999999972,37.885251220451686
1.9999999999999971,37.13927162064661
2.099999999999997,37.45666673492682
2.199999999999997,37.64063460371346
2.299999999999997,37.6911752270065
2.3999999999999972,37.9438783434716
2.4999999999999973,38.02272171580871
2.599999999999997,37.00988762501648
2.699999999999997,37.4243207360193
2.799999999999997,37.76597534948017
2.8999999999999972,37.71139147632368
2.9999999999999973,38.109651587872705
3.099999999999997,37.782148348933895
3.199999999999997,38.0692190892383
3.299999999999997,38.35628982954269
3.3999999999999972,37.60020210507901
3.4999999999999973,37.539553357127375
3.599999999999997,37.505185733288144
3.699999999999997,37.693196851938175
3.799999999999997,37.6264832291914
3.8999999999999972,37.656807603167216
3.9999999999999973,37.91355396949576
4.099999999999997,37.7821483489339
4.1999999999999975,37.842797096885526
4.299999999999997,37.691175227006454
4.399999999999997,37.7255428508457
4.499999999999997,38.06517583937487
4.599999999999997,38.13593271198509
4.6999999999999975,37.82055922263662
4.799999999999997,37.94185671853987
4.899999999999997,38.08337046376035
4.999999999999997,37.55976960644461
5.099999999999997,37.79629972345596
5.1999999999999975,38.21679770925393
5.299999999999997,38.10762996294101
5.399999999999997,38.121781337463055
5.499999999999997,38.33000870543032
5.599999999999997,37.525401982605366
5.6999999999999975,37.93174859388129
5.799999999999997,38.081348838828625
5.899999999999997,38.06719746430656
5.999999999999997,38.435133201879815
6.099999999999997,37.82460247250004
6.1999999999999975,37.93983509360815
6.299999999999997,38.30170595638619
6.399999999999997,37.88322959551996
6.499999999999997,38.05708933964797
6.599999999999997,37.836732222090404
6.6999999999999975,38.400765578040534
6.799999999999997,38.43917645174324
6.899999999999997,38.004527091423235
6.999999999999997,38.13795433691681
7.099999999999997,37.810451097978
7.1999999999999975,38.085392088692075
7.299999999999997,37.790234848660795
7.399999999999997,37.75991047468498
7.499999999999997,37.71139147632368
7.599999999999997,38.05708933964798
7.6999999999999975,37.39601798697522
7.799999999999997,37.733629350572606
7.899999999999997,37.389953112180045
7.999999999999997,37.33739086395531
8.099999999999998,37.67500222755271
8.199999999999998,37.44655861026824
8.299999999999997,37.104903996807394
8.399999999999997,37.18779061900794
8.499999999999996,37.66893735275753
8.599999999999998,37.195877118734835
8.699999999999998,37.600202105079035
8.799999999999997,37.07457962283157
8.899999999999997,37.04021199899233
8.999999999999996,36.870395504727746
9.099999999999998,36.42563801974912
9.199999999999998,36.4054217704319
9.299999999999997,37.19183386887139
9.399999999999997,36.575238264696466
9.499999999999996,36.77740075786855
9.599999999999998,36.969455126382094
9.699999999999998,36.583324764423374
9.799999999999997,36.07791853149312
9.899999999999997,36.462027268520096
9.999999999999996,36.227518776440455
10.099999999999998,35.82723703995969
10.199999999999998,35.29554968291706
10.299999999999997,35.536123049791875
10.399999999999997,35.576555548426285
10.499999999999996,35.224792810306845
10.599999999999998,34.03809897538661
10.699999999999998,33.997666476752194
10.799999999999997,34.369645464188864
10.899999999999997,33.70655248658436
10.999999999999996,33.75911473480911
11.099999999999998,33.63377398904239
11.199999999999998,33.463957494777844
11.299999999999997,33.108151506794954
11.399999999999997,32.73617251935827
11.499999999999996,31.97199829516774
11.599999999999998,32.35206378233129
11.699999999999998,31.49085156141815
11.799999999999997,31.644495056228955
11.899999999999997,30.752958461339976
11.999999999999996,30.24148735361455
12.099999999999998,30.44971472158183
12.199999999999998,29.721929746162278
12.299999999999997,29.461140129970232
12.399999999999997,28.91934464826902
12.499999999999996,28.466500663563508
