Frame,Rg
0,110.60903401776804
1,113.85747476840098
2,121.4822466809496
3,125.08953865460661
4,130.92428358212965
5,125.50525753737745
6,129.03232386170808
7,129.4143760621072
8,114.04826481984757
9,124.03696843638099
10,117.1002882770369
11,116.78950240319168
12,117.60891927713999
13,106.76862929029153
14,112.63057609084827
15,110.6247240982917
16,122.90561369010135
17,130.3570087405242
18,131.03911796685452
19,139.7758057091332
20,133.90743090019063
21,132.05094541144584
22,118.92901728254574
23,128.09336988970793
24,121.9656963430208
25,127.30633950712772
26,127.78476835297833
27,123.94786810832598
28,106.01758664521164
29,116.70396851547738
30,123.04168068439387
31,115.0508316631708
32,107.15049048186387
33,115.74898027003914
34,98.85687659372098
35,98.16228413841198
36,95.95907480364197
37,100.6957873051336
38,95.97055294384572
39,86.50754218366039
40,94.63221678933819
41,99.21033303259351
42,90.74155369828641
43,83.22204186601945
44,93.49612526930434
45,92.36669251777589
46,88.66388810988344
47,91.44100469417437
48,92.99736978859609
49,77.9762023283718
50,77.28037349336364
51,86.70699593614962
52,97.36245968493148
53,90.79892753483516
54,78.40940636463706
55,75.24127712572822
56,68.13556102942074
57,77.94739060922039
58,69.98651005659337
59,67.53781373553907
60,65.57234047698093
61,75.18166295760574
62,72.69423465924673
63,78.59075760190181
64,84.23996853161131
65,71.527639494639
66,86.30191081064133
67,87.26866398869244
68,95.3967226733624
69,104.95133017592092
70,110.03855481855553
71,101.69559632238779
72,113.89517948477696
73,112.49203419965627
74,114.08607288788821
75,125.0809211856233
76,128.73400972653022
77,130.79180320947725
78,117.92251306968159
79,108.23009433817718
80,114.12145697962701
81,111.76308454394204
82,112.0550137754977
83,101.04962154589583
84,103.0315922995978
85,102.51705352435782
86,105.56484324950314
87,107.69981819297426
88,108.3408970262124
89,107.55730602634091
90,90.52794057007026
91,90.47173852375441
92,88.31082088567769
93,88.17425471733513
94,94.76307024104408
95,94.1942775853198
96,100.36285915825334
97,96.51563579738131
98,88.52777706660235
99,94.79283187931586
100,121.31453372631424
101,117.69497117756349
102,128.60087307048892
103,127.23945608063217
104,135.94434819251342
105,132.87221331772486
106,119.19793031580905
107,117.01990919125718
108,112.9343586685773
109,118.24416344345052
110,137.4781718821965
111,137.57852336035415
112,123.27848897862435
113,127.17223758644558
114,118.81291301229419
115,109.79430218180933
116,107.84516595293621
117,91.79208297939044
118,79.32862002063725
119,75.36061461947683
120,81.68284208952271
121,80.63656226074679
122,90.45431411262778
123,85.03245544138797
124,78.78710686934309
125,89.41046532920235
126,106.18820292051706
127,113.9446739261365
128,104.54058228119958
129,110.6431877681703
130,123.2098695134318
131,106.45564277535009
132,109.81731056186061
133,111.09420239478482
134,105.09813337216234
135,97.02128164229012
136,86.63873413131132
137,89.94607315633337
138,88.70681697030896
139,112.38246091207267
140,114.00202113872608
141,130.21868843082876
142,126.24065012141716
143,131.4227436715646
144,128.00599731876042
145,129.22413594542257
146,134.9716736770121
147,136.42002386326183
148,134.82807407289738
149,128.047205476922
150,111.32152320959165
151,110.6027563789541
152,105.91841834987083
153,106.83722644742943
154,107.31117476923501
155,98.97471423389753
156,115.79822715690102
157,110.15952672917342
158,93.3965304065678
159,81.22139810917021
160,89.92525217904526
161,84.91698472464603
162,89.59042598679406
163,82.01477118094463
164,84.70193772744372
165,82.82685727946804
166,84.00263953577027
167,71.53361418399501
168,82.09406851974143
169,85.08278617045009
170,84.29462119881568
171,77.86997848524561
172,85.48054458614953
173,81.65294830950187
174,84.45284980108599
175,93.16766557107788
176,105.39708515088486
177,111.3630627507963
178,114.4830854514601
179,110.60354927002338
180,111.13275557195743
181,111.37962601182497
182,123.47659850142252
183,125.73750178739692
184,126.17879234383136
185,108.786433871216
186,98.44370353013598
187,105.94947997349011
188,100.29507636345463
189,95.10307313796385
190,98.18566309861434
191,82.56280305980972
192,82.22092209684186
193,72.49546918239363
194,72.26158716566661
195,74.94741924528694
196,72.70077770869419
197,80.46360999653545
198,74.23047164913116
199,74.77020937783091
200,71.77791519338945
201,65.03260281703173
202,68.04876424946899
203,69.9203068536345
204,76.08627155978311
205,94.0597716191493
206,110.3240047200708
207,94.41761179536881
208,103.74072764394934
209,107.64476783624747
210,100.73575485864096
211,98.78789051995433
212,109.08645098629134
213,111.23891861532843
214,120.46520684865024
215,115.18005407316384
216,118.4763364265599
217,125.3048314318075
218,110.03908483022694
219,104.50266668702274
220,104.48573000424447
221,102.63436894397498
222,93.72375901054617
223,95.76555435231916
224,89.53511742833236
225,81.21976460050597
226,80.2732264527174
227,84.19127882235823
228,79.97999912362707
229,64.25620188866408
230,69.892822581479
231,87.41951219210549
232,72.81467775700122
233,79.32699424590152
234,93.07014916652052
235,94.28935134996816
236,95.74840049279865
237,94.84423795233124
238,74.92708206923042
239,71.18864368704766
240,73.2013677491604
241,74.29648187274026
242,62.44577853760917
243,75.04672180789133
244,72.49136013740981
245,72.58112114708781
246,72.92885382218446
247,70.9757678054869
248,73.62641856400597
249,81.94396973603475
250,82.76065694254784
251,77.79823467828808
252,77.16690518932211
253,87.05469553645662
254,83.61401322793789
255,80.48244935377843
256,77.82781201024407
257,83.41732443793988
258,87.99822725242372
259,99.89275880188278
260,92.41200238446235
261,91.43771150463782
262,99.32510546522084
263,89.58306270207619
264,75.43724360292317
265,73.74818552179995
266,83.14370723041984
267,73.46858395680113
268,84.77366122081045
269,85.67367139784697
270,92.55743847108803
271,92.37784062716807
272,86.83465889995992
273,91.61702629718005
