Frame,Rg
274,95.10419639332231
275,86.38556720700576
276,82.38124231280939
277,93.07855160620748
278,88.38814170462905
279,71.57057403882976
280,71.23258848657916
281,75.60446483360695
282,75.92918082064303
283,79.41885928916281
284,102.94355683938393
285,109.30468406697098
286,109.52144695277393
287,120.97269289589532
288,113.64240865563234
289,113.29203782542962
290,102.74683433663748
291,105.56375382843144
292,116.15075357418856
293,114.85958624917721
294,121.32957398245524
295,104.52203813782667
296,110.43789492782969
297,117.50305413564051
298,115.63285477936793
299,111.3335496771841
300,102.49889873109964
301,104.02266186701821
302,109.35226302485198
303,109.10083334429926
304,122.57525565167747
305,112.96289093405706
306,107.68492604690606
307,113.56598971304058
308,109.02688214537115
309,139.97696883632656
310,134.50784061853295
311,145.43188854340193
312,143.7058130988684
313,135.14371635561147
314,127.84996324686985
315,126.78320283644712
316,132.38482464296686
317,140.58849466089393
318,131.88015520674418
319,123.54803861196821
320,121.95081075754918
321,107.34555736292526
322,110.46209511891556
323,97.91848032503202
324,104.59741473935671
325,114.3028446111478
326,89.50629423124327
327,86.37598848079354
328,85.30412153014692
329,89.60912525217567
330,90.66854329693584
331,101.4234801190213
332,89.23527314950425
333,86.0430625635835
334,88.3163367352423
335,70.0743008719732
336,74.02029726111645
337,87.51417939516082
338,91.8506659045949
339,103.09956857604949
340,90.82370445689543
341,90.91098851651259
342,96.474781265277
343,95.30807746708966
344,90.68356013735803
345,101.2518345214228
346,95.96819810091698
347,114.80761811329744
348,111.88836071744332
349,116.76210345014626
350,114.99817824352549
351,116.72416145179568
352,127.11313810349338
353,126.38732030371996
354,124.52161732770251
355,118.98766983661388
356,125.48421687947433
357,125.46693961740952
358,132.4596279823536
359,127.09420621242799
360,160.50682933017728
361,153.34977830484206
362,138.7253979233517
363,138.52073052154364
364,141.48381293039998
365,156.4678713530392
366,151.50227240849952
367,139.65889070313924
368,148.64258532951567
369,151.81167866835727
370,157.3049076634632
371,143.18390577255025
372,130.78213688958883
373,132.62329943875022
374,134.63586389420047
375,139.44045043391478
376,128.92495626428646
377,110.05227240898455
378,112.90371037260043
379,116.04883396566075
380,125.85767772520998
381,116.1026632036274
382,117.96487092698334
383,118.27889273447784
384,129.48219313821642
385,140.79671525431812
386,137.24182778404847
387,146.0610905914872
388,146.1681977470231
389,139.80514799655168
390,139.92676460455348
391,119.03850069563916
392,116.5405471834261
393,106.70252890024965
394,108.85506680031163
395,110.12658473298613
396,112.41353445215569
397,115.65978345373337
398,115.3763898287122
399,99.24530258420896
