X Data,Y Data,Standard Deviation
0.0,0.0,0.0
0.1,0.0,0.0
0.2,0.0,0.0
0.30000000000000004,0.0,0.0
0.4,0.0,0.0
0.5,0.0,0.0
0.6000000000000001,2.275898059244576,19.31163541177372
0.7000000000000001,0.0,0.0
0.8,0.0,0.0
0.9,0.0,0.0
1.0,0.0,0.0
1.1,0.0,0.0
1.2000000000000002,0.0,0.0
1.3,0.0,0.0
1.4000000000000001,0.0,0.0
1.5,0.0,0.0
1.6,0.0,0.0
1.7000000000000002,0.0,0.0
1.8,0.0,0.0
1.9000000000000001,0.0,0.0
2.0,0.0,0.0
2.1,0.0,0.0
2.2,0.0,0.0
2.3000000000000003,0.0,0.0
2.4000000000000004,0.0,0.0
2.5,0.0,0.0
2.6,0.0,0.0
2.7,0.0,0.0
2.8000000000000003,0.0,0.0
2.9000000000000004,0.12280641727532161,1.0420470051432573
3.0,0.0,0.0
3.1,0.0,0.0
3.2,0.0,0.0
3.3000000000000003,0.0,0.0
3.4000000000000004,0.0,0.0
3.5,0.0,0.0
3.6,0.0,0.0
3.7,0.0,0.0
3.8000000000000003,0.0,0.0
3.9000000000000004,0.0,0.0
4.0,0.0,0.0
4.1000000000000005,0.0,0.0
4.2,0.0,0.0
4.3,0.0,0.0
4.4,0.0,0.0
4.5,0.0,0.0
4.6000000000000005,0.0,0.0
4.7,0.0,0.0
4.800000000000001,0.0,0.0
4.9,0.0,0.0
5.0,0.0,0.0
5.1000000000000005,0.0,0.0
5.2,0.0,0.0
5.300000000000001,0.0,0.0
5.4,0.0,0.0
5.5,0.04769323349964739,0.4046905058917691
5.6000000000000005,0.0,0.0
5.7,0.0,0.0
5.800000000000001,0.0,0.0
5.9,0.0,0.0
6.0,0.07021763699809577,0.5958164073629868
6.1000000000000005,0.0,0.0
6.2,0.0,0.0
6.300000000000001,0.0,0.0
6.4,0.0,0.0
6.5,0.0,0.0
6.6000000000000005,0.0,0.0
6.7,0.05104924355158999,0.43316719547727484
6.800000000000001,0.0,0.0
6.9,0.0,0.0
7.0,0.0,0.0
7.1000000000000005,0.0,0.0
7.2,0.0,0.0
7.300000000000001,0.0,0.0
7.4,0.0,0.0
7.5,0.0,0.0
7.6000000000000005,0.0,0.0
7.7,0.0,0.0
7.800000000000001,0.0,0.0
7.9,0.0,0.0
8.0,0.0,0.0
8.1,0.0,0.0
8.200000000000001,0.0,0.0
8.3,0.0,0.0
8.4,0.0,0.0
8.5,0.0,0.0
8.6,0.0,0.0
8.700000000000001,0.0,0.0
8.8,0.0,0.0
8.9,0.0,0.0
9.0,0.0,0.0
9.1,0.0,0.0
9.200000000000001,0.0,0.0
9.3,0.0,0.0
9.4,0.0,0.0
9.5,0.0,0.0
9.600000000000001,0.0,0.0
9.700000000000001,0.0,0.0
9.8,0.0,0.0
9.9,0.0516112247563713,0.43793576412687746
10.0,0.0,0.0
10.100000000000001,0.013698339326016428,0.11623426354104713
10.200000000000001,0.02201232232285622,0.18678074860986787
10.3,0.037151131270818614,0.31523780220416914
10.4,0.03211789135398317,0.2725293452857717
10.5,0.012872406744213237,0.10922599318829546
10.600000000000001,0.03831721338675848,0.2415470813506124
10.700000000000001,0.2464484252377836,1.8357552600681277
10.8,0.02394696337105176,0.20319672226195923
10.9,0.059519485861593925,0.3326259983548975
11.0,0.029892508246039052,0.1827986137218865
11.100000000000001,0.3770938211255584,2.702064152879182
11.200000000000001,0.15320690395017086,0.9130281711538919
11.3,0.0,0.0
11.4,0.05946412778011207,0.3119973580181455
11.5,0.010553866028873756,0.08955252284101141
11.600000000000001,0.2502209397756028,1.8461151109019993
11.700000000000001,0.08885360038601772,0.4043734526105258
11.8,0.14079824875980002,0.668189590922487
11.9,0.34924068774478795,1.6432137954734116
12.0,0.09332362585546797,0.5686578542720411
12.100000000000001,0.16293880167814961,0.5891782514054857
12.200000000000001,0.2776427238233439,0.9819805502916505
12.3,0.5329761254029839,1.8102463509462883
12.4,0.1905702628393408,0.8674287397704971
12.5,0.2586826596579919,1.345177267187864
12.600000000000001,0.4174295050798905,1.7339270935583875
12.700000000000001,0.31814409638314206,0.9474028990370787
12.8,0.4280036937357533,1.5800349738186605
12.9,0.6058458256457832,1.3080974252028292
13.0,0.5772916834033196,1.3916665436768239
13.100000000000001,1.1275840210912964,3.663695333392679
13.200000000000001,0.584542484818649,1.3031970910187565
13.3,0.8663239521680963,2.12346032619794
13.4,0.7494041419646936,1.873746475436192
13.5,1.1618646183203076,3.443971254423553
13.600000000000001,1.26743530477852,2.690748439711518
13.700000000000001,1.3641658849734335,2.146649511360277
13.8,1.5663505624798093,2.594869588759995
13.9,1.2067432397668676,1.960641945975714
14.0,1.4219559304269718,2.8481460441510915
14.100000000000001,1.1133723835717741,1.9527187061617952
14.200000000000001,1.63283433387505,2.2654994624816136
14.3,2.1809558461580654,3.5369039636581605
14.4,1.3799940751425963,2.253370899895599
14.5,1.5762025789751137,2.139359997681877
